t5,,
Wavelength (nm),Abs,
400.0413208,0.0170913171,
398.9590149,0.01703951694,
398.031189,0.01687266119,
396.9485474,0.01695036143,
396.0204163,0.01763853617,
394.9374084,0.01700018533,
394.0090027,0.01733438298,
392.9256592,0.01796262152,
391.9969177,0.01815040968,
391.0680847,0.017314367,
389.9842224,0.01734602265,
389.0550842,0.01767466217,
387.9709167,0.01772877574,
387.0414734,0.01738309301,
385.9569397,0.01755130477,
385.0271912,0.01745304465,
383.9423523,0.01799624041,
383.0123291,0.0178583879,
381.927124,0.01789677143,
380.9968262,0.01774274372,
380.0663757,0.01765247434,
378.9806824,0.01772349142,
378.0499573,0.01798741706,
376.9639587,0.01805492677,
376.032959,0.01830258407,
374.9465942,0.01814509369,
374.0153198,0.01794872805,
372.9286499,0.0179323256,
371.9970703,0.0184282884,
371.0653687,0.01831095293,
369.9782104,0.01858685352,
369.0462341,0.01851123758,
367.9587708,0.01878948137,
367.0265198,0.01873793639,
365.9387207,0.01875428855,
365.0061951,0.01870666817,
364.0735168,0.0188726075,
362.98526,0.01876523532,
362.0523376,0.01998931728,
360.9637451,0.01928352751,
360.0305481,0.0193226058,
358.9416504,0.0182593856,
358.0081787,0.01981083862,
357.074585,0.01971436664,
355.9852295,0.01983955875,
355.0513611,0.01926504634,
353.9617004,0.02001718245,
353.0275574,0.01955801621,
351.9375916,0.01998498105,
351.0032043,0.02024862915,
350.0686646,0.02014238015,
348.978241,0.02007934265,
348.043457,0.02022872306,
346.9527283,0.02023333311,
346.0177002,0.02061429992,
344.9266663,0.020738177,
343.9913635,0.02076704055,
343.0559387,0.02098475955,
341.9644775,0.02108942159,
341.0287781,0.02122128941,
339.9370117,0.02119084634,
339.0010986,0.02175950631,
338.065033,0.02203327604,
336.9728394,0.02214257605,
336.0365295,0.02249787748,
334.9440308,0.02248146571,
334.0074768,0.02275683731,
333.0708008,0.02280073054,
331.9778748,0.02353636548,
331.0409546,0.02371340245,
329.9477234,0.02410854399,
329.0105591,0.02391020395,
328.0732727,0.02467062697,
326.9796143,0.02506609261,
326.0420837,0.02528619952,
324.9481812,0.02671809867,
324.0104065,0.02608650364,
323.0725098,0.02674359083,
321.9781494,0.02760795876,
321.0400391,0.02792922221,
319.9454041,0.0286581181,
319.0070496,0.02893782407,
318.068573,0.029614456,
316.9735413,0.03012466989,
316.0348206,0.03136671335,
314.9394836,0.03264591843,
314.0005493,0.034233924,
313.0614624,0.03473493084,
311.9657593,0.03605423123,
311.0264587,0.03731382638,
309.930481,0.03915286809,
308.9909363,0.04076349735,
308.0513,0.04281045496,
306.9549255,0.04506284744,
306.0150452,0.04742984474,
305.0750732,0.0495804362,
303.978302,0.05294299871,
303.0381165,0.05605606362,
301.9410706,0.06018063053,
301.0006409,0.06392209232,
300.0600891,0.06764790416,
298.962677,0.07318153977,
298.0219116,0.07849554718,
296.9242249,0.08384967595,
295.9832458,0.09276822954,
295.0421448,0.09920151532,
293.9440918,0.1077848971,
293.0027771,0.1176863909,
292.0613708,0.1293343306,
290.9629211,0.1411650777,
290.0213013,0.1522356272,
288.9226074,0.1721799225,
287.9807434,0.1895765662,
287.0388184,0.2084668577,
285.9397583,0.2329660356,
284.9975891,0.2537620366,
284.0553284,0.2902216017,
282.9559021,0.3251032233,
282.0134277,0.3654445708,
281.0708618,0.4039600492,
279.9710693,0.4651221931,
279.0282898,0.5358437896,
277.9282532,0.6093536019,
276.98526,0.6897290945,
276.0421753,0.7586659193,
274.9417725,0.8691492081,
273.9985046,0.9899056554,
273.0551147,1.120348454,
271.9543762,1.254631162,
271.0107727,1.379209042,
270.0670776,1.564946055,
268.9660034,1.80428803,
268.0220947,2.010911942,
267.078125,2.220965862,
265.9766846,2.487491608,
265.0325012,2.740770578,
263.9308472,2.946062088,
262.9864807,3.037806273,
262.0419922,3.138929367,
260.9400024,3.286225796,
259.9953308,3.250643969,
259.0505676,3.290495634,
257.9482422,3.247294188,
257.0032959,3.223954916,
256.0582581,3.196546793,
254.9555817,3.25832963,
254.0103455,3.279033422,
253.065033,3.344740629,
251.9620361,3.332423925,
251.0165253,3.261162996,
250.0709381,3.358982086,
248.9737854,3.369164228,
248.0336456,3.416862011,
246.9366913,3.350285292,
245.9963684,3.385862112,
245.055954,3.202648878,
243.9586945,3.371300697,
243.0180969,3.303382874,
242.0774231,3.322737455,
240.9798584,3.143131256,
240.0390015,2.882385969,
238.9412231,2.83224678,
238.0001831,2.78194499,
237.0590668,2.935630322,
235.9609833,2.787748575,
235.0196838,2.897670507,
234.0783081,2.996791363,
232.9799347,2.632006407,
232.0383759,2.738092422,
230.9398041,2.59641099,
229.9980774,2.428417921,
229.0562744,2.630802155,
227.9573975,2.241223097,
227.0154266,2.012037516,
226.0733643,1.783614635,
224.9742126,1.340116978,
224.0319824,1.01667285,
222.9326324,0.6904170513,
221.9902496,0.5038546324,
221.0477753,0.388310194,
219.9481354,0.3480327129,
219.0055084,0.3796133697,
218.0628052,0.418135941,
216.9628906,0.2359835953,
216.0200348,0.2659182549,
215.0770874,0.2442089468,
213.9768982,0.294062078,
213.0337982,0.1947003603,
211.9334259,0.2542767227,
210.9901581,0.1988293082,
210.0468292,0.2377952039,
208.9461823,-0.01364646293,
208.0027008,0.09551969916,
207.0591431,0.02984184213,
205.9582367,0.007568169385,
205.0145111,0.106069304,
204.0707397,0.1531563997,
202.9695587,0.01825171895,
202.0256348,0.1248035654,
200.9242859,0.01149261557,
199.9799652,-0.2251204103,

t5,
t5
Collection Time: 18/04/2024 10:15:00
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        400.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name                C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-04-18-RTG7-t5.BSW
Baseline Std Ref File Name
Cycle Mode                        Off
Accessory                         Cell changer
Comments
Method Log     :
Method Name    : C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\RTG-method-for-SH-enzyme.MSW
Date/Time stamp: 18/04/2024 09:18:41
Method Modifications:
UVVIS SAT Changed: 19/03/2024 12:25:20, Old:0.0125, New:0.1000
Common SAT Changed: 19/03/2024 12:25:20, Old:0.0125, New:0.1000
X Start nm Changed: 19/03/2024 12:25:24, Old:  800.0, New:  400.0
Common Interval nm Changed: 19/03/2024 12:25:24, Old:     5.00, New:     0.50
Select Cells Changed: 19/03/2024 12:25:24, Old:1, New:0
Baseline Correction Changed: 19/03/2024 12:26:24, Old:0, New:1
Cell Changer Changed: 19/03/2024 12:26:24, Old:OFF, New:ON
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-19.BSW
Baseline file Changed: 19/03/2024 12:27:31, Old:, New:C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-19.BSW
Select Cells Changed: 19/03/2024 12:27:42, Old:0, New:1
Cell2 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Cell3 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Cell4 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Cell5 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Cell6 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-20.BSW
Common Interval nm Changed: 19/03/2024 12:29:15, Old:     0.50, New:     1.00
Overlayed Graphs Changed: 19/03/2024 12:29:15, Old:1, New:0
